Host Id;Host Since;Name;Neighbourhood;Property Type;Review Scores Rating (bin);Room Type;Zipcode;Beds;Number of Records;Number Of Reviews;Price;Review Scores Rating
2078;2008-08-15T00:00:00Z;Colorful, quiet, & near the subway!;Brooklyn;Apartment;90;Private room;11201;1;1;80;90;94
2881;2008-09-10T00:00:00Z;Newly renovated historic brownstone;Brooklyn;Apartment;95;Private room;11216;1;1;32;75;95
3563;2008-10-10T00:00:00Z;16' x 11' Furnished BR with Balcony;Brooklyn;Apartment;100;Private room;11220;1;1;1;40;100
7356;2009-02-03T00:00:00Z;BlissArtsSpace!;Brooklyn;Apartment;90;Private room;11216;1;1;41;50;90
7356;2009-02-03T00:00:00Z;Private Bliss Art Space 2;Brooklyn;Apartment;90;Private room;11216;1;1;52;50;93
7949;2009-02-15T00:00:00Z;Creative Charm in Brooklyn;Brooklyn;Apartment;100;Private room;11238;1;1;4;65;100
11481;2009-03-26T00:00:00Z;Sunset Retreat - Charming Oasis;Brooklyn;Apartment;90;Entire home/apt;11220;1;1;79;90;90
12169;2009-04-03T00:00:00Z;Dream Come True, Too! Williamsburg;Brooklyn;Apartment;90;Private room;11211;1;1;43;89;94
12169;2009-04-03T00:00:00Z;Dream Come True! Williamsburg, BK;Brooklyn;Apartment;90;Private room;11211;1;1;91;99;93
20149;2009-06-04T00:00:00Z;Cool East Williamsburg Apartment;Brooklyn;Apartment;95;Private room;11206;1;1;46;40;96
20805;2009-06-09T00:00:00Z;Huge Brooklyn Room with Aussie Host;Brooklyn;Apartment;100;Private room;11225;1;1;12;85;100
28217;2009-07-28T00:00:00Z;Large sunny bedroom in Greenpoint;Brooklyn;Apartment;100;Private room;11222;1;1;2;55;100
29762;2009-08-05T00:00:00Z;NYC-Brooklyn #3 18 min to Manhattan;Brooklyn;Apartment;90;Private room;11233;1;1;98;39;90
30529;2009-08-08T00:00:00Z;Private room w/ separate entrance!;Brooklyn;Apartment;100;Private room;11238;1;1;2;84;100
32800;2009-08-20T00:00:00Z;Spacious&Pretty, heart of Brooklyn;Brooklyn;Apartment;100;Entire home/apt;11216;1;1;1;85;100
35935;2009-09-03T00:00:00Z;Large Private B&B Style Studio;Brooklyn;Apartment;90;Entire home/apt;11238;2;1;52;80;92
37286;2009-09-09T00:00:00Z;Private bedroom-rooftop & terrace!;Brooklyn;Apartment;90;Private room;11206;1;1;28;95;91
44029;2009-10-07T00:00:00Z;Über hip sun drenched Brooklyn pad;Brooklyn;Apartment;100;Private room;11222;1;1;6;80;100
45775;2009-10-14T00:00:00Z;Charming bedroom in Clinton Hill!!!;Brooklyn;Apartment;90;Private room;11238;1;1;2;69;90
50912;2009-11-02T00:00:00Z;Light and Lively Living Room Space;Brooklyn;Apartment;90;Private room;11238;1;1;7;75;94
52233;2009-11-07T00:00:00Z;1 br Williamsburg Brooklyn Condo,;Brooklyn;Apartment;100;Entire home/apt;11211;1;1;4;100;100
52335;2009-11-08T00:00:00Z;Fort Greene brownstone;Brooklyn;Apartment;90;Private room;11205;1;1;82;80;94
59028;2009-12-01T00:00:00Z;Modern Sunny Queer Friendly Loft;Brooklyn;Apartment;95;Private room;11206;1;1;40;72;97
59777;2009-12-03T00:00:00Z;Sleep at the CozySuite Pinacle;Brooklyn;Apartment;90;Private room;11221;2;1;5;59;93
60252;2009-12-05T00:00:00Z;Very, very cozy place;Brooklyn;Apartment;95;Private room;11211;1;1;15;100;95
60787;2009-12-07T00:00:00Z;Large 2 BR apt in quiet brownstone;Brooklyn;Apartment;90;Entire home/apt;11233;3;1;51;100;92
60810;2009-12-07T00:00:00Z;Bedroom-luxury building, Bushwick;Brooklyn;Apartment;100;Private room;11221;1;1;4;75;100
62855;2009-12-13T00:00:00Z;Sunny Room in Modern Brooklyn Apt.;Brooklyn;Apartment;100;Private room;11205;1;1;11;99;100
63613;2009-12-16T00:00:00Z;Double Room with Private Deck;Brooklyn;Apartment;90;Private room;11205;1;1;20;65;94
63607;2009-12-16T00:00:00Z;Sunny Room in Tropical Apartment;Brooklyn;Apartment;100;Private room;11211;1;1;1;75;100
63945;2009-12-17T00:00:00Z;Live-Work-Apartment: join the flair;Brooklyn;Apartment;95;Private room;11226;1;1;25;85;96
65804;2009-12-26T00:00:00Z;Couch in Lux Apt Downtown Brooklyn;Brooklyn;Apartment;90;Shared room;11201;1;1;4;72;90
66087;2009-12-27T00:00:00Z;Bay Ridge Brooklyn Safe Haven;Brooklyn;Apartment;90;Entire home/apt;11209;4;1;47;99;90
67778;2010-01-04T00:00:00Z;Ft. Greene, Brooklyn: Back Bedroom;Brooklyn;Apartment;100;Entire home/apt;11217;1;1;1;100;100
67778;2010-01-04T00:00:00Z;Ft. Greene, Brooklyn:Middle Bedroom;Brooklyn;Apartment;95;Private room;11217;1;1;48;75;96
69447;2010-01-10T00:00:00Z;Bushwick Designer Studio;Brooklyn;Apartment;90;Private room;11221;1;1;34;89;94
71512;2010-01-18T00:00:00Z;Fort Greene Retreat on the Park;Brooklyn;Apartment;95;Private room;11205;1;1;73;85;97
72014;2010-01-20T00:00:00Z;Cozy Bedroom in Williamsburg 2 BR;Brooklyn;Apartment;90;Private room;11211;1;1;89;84;93
72014;2010-01-20T00:00:00Z;Cozy BR in Wiliamsburg 2 Bedroom;Brooklyn;Apartment;90;Private room;11211;1;1;84;78;92
72014;2010-01-20T00:00:00Z;Cozy Room in Williamsburg 3BR;Brooklyn;Apartment;100;Private room;11211;1;1;3;79;100
72773;2010-01-22T00:00:00Z;Chic and Cozy Heart of Williamsburg;Brooklyn;Apartment;100;Private room;11249;1;1;1;95;100
72808;2010-01-23T00:00:00Z;Coney Island Entire Apt Wi Fi 1;Brooklyn;Apartment;90;Entire home/apt;11224;2;1;110;95;90
72808;2010-01-23T00:00:00Z;Coney Island Entire Studio  Wi Fi 3;Brooklyn;Apartment;90;Entire home/apt;11224;2;1;51;100;93
76055;2010-01-31T00:00:00Z;My Very Own Brooklyn Apartment;Brooklyn;Apartment;90;Entire home/apt;11226;1;1;11;99;92
76573;2010-02-02T00:00:00Z;Room in Charming Williamsburg Apt;Brooklyn;Apartment;95;Private room;11211;1;1;8;95;98
78127;2010-02-05T00:00:00Z;Brite Room in Classic Artist's Loft;Brooklyn;Apartment;90;Private room;11222;2;1;51;80;92
78127;2010-02-05T00:00:00Z;Private Room in Classic Loft;Brooklyn;Apartment;90;Private room;11222;2;1;84;80;91
78127;2010-02-05T00:00:00Z;Sunny Room in Classic Artist's Loft;Brooklyn;Apartment;90;Private room;11222;1;1;44;85;91
80338;2010-02-11T00:00:00Z;Small Room in Brooklyn;Brooklyn;Apartment;90;Private room;11225;1;1;29;59;92
87773;2010-03-03T00:00:00Z;The Stuydio Modern and Light Filled;Brooklyn;Apartment;90;Entire home/apt;11233;3;1;116;100;94
88485;2010-03-04T00:00:00Z;Cozy Bedroom in Gorgeous Bedstuy Ap;Brooklyn;Apartment;100;Private room;11216;1;1;2;55;100
88485;2010-03-04T00:00:00Z;Serene Room in Bedford-Stuyvesant;Brooklyn;Apartment;100;Private room;11216;1;1;3;58;100
88485;2010-03-04T00:00:00Z;Spacious Comfort in Modern Luxury;Brooklyn;Apartment;90;Private room;11216;1;1;3;60;93
90643;2010-03-09T00:00:00Z;PRIVATE GARDEN APARTMENT - JULY;Brooklyn;Apartment;100;Entire home/apt;11221;2;1;1;85;100
90643;2010-03-09T00:00:00Z;Air Conditioned bedroom - arty apt!;Brooklyn;Apartment;95;Private room;11221;1;1;22;79;96
92436;2010-03-13T00:00:00Z;Williamsburg, Brooklyn Artist Loft;Brooklyn;Apartment;100;Entire home/apt;11211;1;1;1;86;100
97476;2010-03-22T00:00:00Z;Private Bedroom in a Large 3-BR Apt;Brooklyn;Apartment;90;Private room;11211;1;1;73;60;94
97797;2010-03-23T00:00:00Z;Beautiful Studio Apartment;Brooklyn;Apartment;95;Private room;11215;2;1;31;95;97
97797;2010-03-23T00:00:00Z;Beautiful Studio Apartment 2;Brooklyn;Apartment;90;Private room;11215;2;1;44;95;94
102525;2010-04-02T00:00:00Z;Park Slope 1 Bedroom, 2 Bath;Brooklyn;Apartment;100;Private room;11215;1;1;3;100;100
105155;2010-04-07T00:00:00Z;Cozy Corners in Crown Heights!;Brooklyn;Apartment;90;Private room;11216;1;1;18;50;90
111837;2010-04-21T00:00:00Z;Private Room in Williamsburg Apt;Brooklyn;Apartment;100;Private room;11211;1;1;1;78;100
114590;2010-04-27T00:00:00Z;Nice room in Prime W.Burg Location;Brooklyn;Apartment;90;Private room;11211;1;1;5;100;93
114649;2010-04-27T00:00:00Z;Sunny Sanctuary in Crown Heights;Brooklyn;Apartment;90;Private room;11213;1;1;7;49;94
116382;2010-05-01T00:00:00Z;Cozy room in nyc!;Brooklyn;Apartment;90;Private room;11225;1;1;189;49;92
122975;2010-05-11T00:00:00Z;Large charming room near trains;Brooklyn;Apartment;100;Private room;11217;1;1;2;92;100
127608;2010-05-18T00:00:00Z;Large, Sunny Room in New Condo;Brooklyn;Apartment;95;Private room;11238;1;1;137;89;98
129352;2010-05-21T00:00:00Z;NYC artists' space with roof deck;Brooklyn;Apartment;95;Private room;11222;1;1;14;75;95
129352;2010-05-21T00:00:00Z;NYC artists’ loft with roof deck;Brooklyn;Apartment;95;Private room;11222;1;1;79;50;98
134516;2010-05-29T00:00:00Z;Private Room + Library in BedStuy;Brooklyn;Apartment;100;Private room;11233;1;1;2;75;100
135278;2010-05-30T00:00:00Z;Cozy light-filled room in 2fl apt;Brooklyn;Apartment;90;Private room;11237;1;1;2;65;90
136962;2010-06-02T00:00:00Z;Rm in Fort Greene BK close to city;Brooklyn;Apartment;95;Private room;11238;1;1;64;85;97
141272;2010-06-09T00:00:00Z;Brooklyn Gem! Prospect Park Studio;Brooklyn;Apartment;90;Entire home/apt;11218;1;1;15;99;91
142684;2010-06-11T00:00:00Z;Classic Artist Loft Williamsburg;Brooklyn;Apartment;90;Private room;11211;1;1;94;100;94
149009;2010-06-21T00:00:00Z;Coney Island Mermaid Room | Velcrow;Brooklyn;Apartment;95;Private room;11221;1;1;18;60;98
157795;2010-07-04T00:00:00Z;Daybed Nook in Spacious Apt.;Brooklyn;Apartment;95;Shared room;11216;1;1;9;45;96
159708;2010-07-06T00:00:00Z;Sunny studio in Brooklyn!;Brooklyn;Apartment;95;Entire home/apt;11226;1;1;41;75;95
160565;2010-07-07T00:00:00Z;Lovely Sunny Bookish 1BR w/ Kitcat;Brooklyn;Apartment;100;Entire home/apt;11216;1;1;3;85;100
164675;2010-07-12T00:00:00Z;Private spacious quiet  room;Brooklyn;Apartment;100;Private room;11226;1;1;1;80;100
164781;2010-07-12T00:00:00Z;Lofted Bedroom Williamsburg Center;Brooklyn;Apartment;95;Private room;11249;1;1;4;70;95
164781;2010-07-12T00:00:00Z;Pvt Bedroom in Williamsburg Central;Brooklyn;Apartment;90;Private room;11249;1;1;3;100;93
167417;2010-07-15T00:00:00Z;LOVELY Room, BEST BLOCK in BUSHWICK;Brooklyn;Apartment;100;Private room;11207;1;1;3;47;100
168525;2010-07-16T00:00:00Z;Cute Room In our Williamsburg Share;Brooklyn;Apartment;95;Private room;11211;1;1;125;69;95
168525;2010-07-16T00:00:00Z;Cute Williamsburg Room w/ LOFT BED;Brooklyn;Apartment;95;Private room;11211;1;1;27;69;96
169843;2010-07-17T00:00:00Z;Big sunny room, prime location!;Brooklyn;Apartment;90;Private room;11249;1;1;24;89;93
173997;2010-07-19T00:00:00Z;Charming Bedroom in Artists Colony;Brooklyn;Apartment;90;Private room;11211;1;1;10;55;91
172137;2010-07-19T00:00:00Z;The artist's house part 2;Brooklyn;Apartment;90;Private room;11225;1;1;15;47;94
172741;2010-07-19T00:00:00Z;Huge Master Bedroom w/ own bathroom;Brooklyn;Apartment;100;Private room;11226;1;1;1;40;100
178643;2010-07-23T00:00:00Z;Cozy one bedroom on Bedford Ave;Brooklyn;Apartment;95;Entire home/apt;11249;1;1;13;99;97
181376;2010-07-26T00:00:00Z;ALL ABOUT A VERY COMFORTABLE ROOM..;Brooklyn;Apartment;90;Private room;11205;1;1;92;90;92
181376;2010-07-26T00:00:00Z;KOZY ROOM IN FORT GREENE BROOKLYN..;Brooklyn;Apartment;90;Private room;11205;1;1;119;82;91
182226;2010-07-27T00:00:00Z;Stylish & Cozy in Hip Peaceful Apt;Brooklyn;Apartment;95;Private room;11201;1;1;10;80;96
183665;2010-07-28T00:00:00Z;Williamsburg, Brooklyn - Convenient;Brooklyn;Apartment;95;Private room;11211;1;1;27;79;95
183678;2010-07-28T00:00:00Z;Charming bedroom in Boerum Hill;Brooklyn;Apartment;90;Private room;11217;1;1;2;60;90
191800;2010-08-04T00:00:00Z;Master BR in spacious Brooklyn apt;Brooklyn;Apartment;90;Private room;11216;1;1;2;60;90
192349;2010-08-05T00:00:00Z;Cute Mid-Century Bushwick sleeps 3!;Brooklyn;Apartment;100;Entire home/apt;11237;1;1;2;99;100
194457;2010-08-07T00:00:00Z;BEST NEIGHBORHOOD!...NY Magazine;Brooklyn;Apartment;95;Private room;11217;1;1;4;75;95
197156;2010-08-10T00:00:00Z;Quaint Studio Apt. $1200 monthly;Brooklyn;Apartment;90;Entire home/apt;11209;1;1;4;60;90
198563;2010-08-11T00:00:00Z;Cozy Room in a Beautiful Apartment;Brooklyn;Apartment;100;Private room;11211;1;1;2;85;100
200060;2010-08-12T00:00:00Z;Spacious Apartment with Back Patio;Brooklyn;Apartment;100;Private room;11216;2;1;1;75;100
200501;2010-08-13T00:00:00Z;STYLISH 1 BEDROOM - BROOKLYN;Brooklyn;Apartment;90;Entire home/apt;11225;1;1;5;90;90
204419;2010-08-17T00:00:00Z;Sunny 1Br - quiet & convenient!;Brooklyn;Apartment;100;Private room;11206;1;1;1;68;100
206769;2010-08-19T00:00:00Z;Gorgeous Room on the Park!;Brooklyn;Apartment;90;Private room;11211;1;1;46;80;94
207526;2010-08-20T00:00:00Z;Private Studio for Two;Brooklyn;Apartment;100;Entire home/apt;11216;1;1;7;85;100
209647;2010-08-22T00:00:00Z;Cool space in Brooklyn;Brooklyn;Apartment;90;Private room;11238;1;1;12;90;93
212738;2010-08-25T00:00:00Z;Brooklyn Retreat;Brooklyn;Apartment;90;Private room;11221;1;1;20;59;91
214664;2010-08-27T00:00:00Z;Private Room in Colorful Apartment;Brooklyn;Apartment;100;Private room;11225;1;1;7;65;100
216517;2010-08-29T00:00:00Z;Quiet apartment in lovely area;Brooklyn;Apartment;90;Entire home/apt;11201;1;1;45;100;94
216191;2010-08-29T00:00:00Z;Big, comfy priv. room, Will-B dplx;Brooklyn;Apartment;90;Private room;11206;1;1;5;98;92
216191;2010-08-29T00:00:00Z;BIG, COMFY ROOM W/YARD IN WILL-B;Brooklyn;Apartment;95;Private room;11211;1;1;28;75;95
216191;2010-08-29T00:00:00Z;LARGE, COMFY  ROOM, YARD, GREAT LOC;Brooklyn;Apartment;95;Private room;11211;1;1;7;98;97
220538;2010-09-01T00:00:00Z;Charming 1BR Near Prospect Park;Brooklyn;Apartment;100;Entire home/apt;11226;1;1;1;75;100
220001;2010-09-01T00:00:00Z;Clean&Serene in Scenic Fort Greene;Brooklyn;Apartment;90;Private room;11205;1;1;256;99;94
221443;2010-09-02T00:00:00Z;Beautiful Clinton Hill apartment;Brooklyn;Apartment;100;Private room;11238;1;1;1;60;100
221443;2010-09-02T00:00:00Z;Historic Clinton Hill, Brooklyn;Brooklyn;Apartment;90;Private room;11238;1;1;4;65;90
232651;2010-09-12T00:00:00Z;Bright Two Room Studio Apartment;Brooklyn;Apartment;95;Private room;11222;1;1;18;85;96
231950;2010-09-12T00:00:00Z;BK Garden Oasis 2, Queen Bd L Train;Brooklyn;Apartment;95;Private room;11237;1;1;12;72;95
231950;2010-09-12T00:00:00Z;BK Garden Oasis 3, twin/full bunk!;Brooklyn;Apartment;95;Private room;11237;2;1;21;72;95
231950;2010-09-12T00:00:00Z;BK Garden Oasis 4! twn bunk beds;Brooklyn;Apartment;100;Private room;11237;2;1;13;64;100
231950;2010-09-12T00:00:00Z;BK Garden Oasis Queen bd, L train!;Brooklyn;Apartment;95;Private room;11237;1;1;20;62;97
235442;2010-09-15T00:00:00Z;Coziness in Trendy Crown Heights;Brooklyn;Apartment;100;Private room;11238;1;1;6;95;100
237477;2010-09-17T00:00:00Z;Quiet central Williamsburg Loft rm;Brooklyn;Apartment;95;Private room;11211;1;1;7;90;97
240471;2010-09-20T00:00:00Z;W'burg Hidden Treasure Off Lorimer;Brooklyn;Apartment;95;Private room;11206;1;1;19;100;95
241593;2010-09-21T00:00:00Z;Cozy Bedroom by Prospect Park BKLYN;Brooklyn;Apartment;90;Private room;11226;1;1;4;60;90
242506;2010-09-22T00:00:00Z;The BLUE ROOM in Artist's B&B!;Brooklyn;Apartment;90;Private room;11211;1;1;119;99;92
244497;2010-09-24T00:00:00Z;Park Slope - Big, Bright and Sunny;Brooklyn;Apartment;90;Private room;11232;1;1;20;80;94
250633;2010-10-01T00:00:00Z;Historic Ditmas Park Brooklyn;Brooklyn;Apartment;100;Private room;NA;1;1;3;65;100
251152;2010-10-02T00:00:00Z;Fab Light-drenched apt in bushwick!;Brooklyn;Apartment;90;Private room;11206;1;1;12;65;94
257676;2010-10-10T00:00:00Z;Private room in historical Brooklyn;Brooklyn;Apartment;100;Private room;11226;4;1;3;59;100
257676;2010-10-10T00:00:00Z;Quick and easy private room;Brooklyn;Apartment;90;Private room;11226;1;1;6;49;90
264928;2010-10-18T00:00:00Z;Cozy 2 br in sunny Fort Greene apt;Brooklyn;Apartment;90;Private room;11217;1;1;13;70;93
265152;2010-10-18T00:00:00Z;1 room in 2BR spacious brownstone;Brooklyn;Apartment;100;Private room;11217;1;1;2;99;100
270963;2010-10-25T00:00:00Z;Huge ourdoor balcony, city view;Brooklyn;Apartment;100;Private room;11220;1;1;1;50;100
272848;2010-10-27T00:00:00Z;Great home for your NYC trip!;Brooklyn;Apartment;95;Private room;11215;1;1;19;85;98
272377;2010-10-27T00:00:00Z;SunnyRoomW/OwnEntrance:Sept4-16;Brooklyn;Apartment;90;Private room;11221;1;1;4;57;90
274048;2010-10-29T00:00:00Z;Cozy Duplex Apartment in Brooklyn!;Brooklyn;Apartment;100;Entire home/apt;11238;1;1;1;100;100
277595;2010-11-03T00:00:00Z;Beautiful Room with Bath, Balcony;Brooklyn;Apartment;90;Private room;11222;1;1;76;80;91
278815;2010-11-04T00:00:00Z;Large one bedroom in Brooklyn;Brooklyn;Apartment;100;Entire home/apt;11225;2;1;1;80;100
279078;2010-11-05T00:00:00Z;Historic Brooklyn Studio Apartment;Brooklyn;Apartment;95;Entire home/apt;11206;1;1;92;99;95
279129;2010-11-05T00:00:00Z;Sunny Private Room in Williamsburg!;Brooklyn;Apartment;95;Private room;11211;1;1;8;62;95
281504;2010-11-08T00:00:00Z;Williamsburg Cozy Private Room;Brooklyn;Apartment;100;Private room;11211;1;1;5;75;100
281343;2010-11-08T00:00:00Z;Large cozy and quiet private room;Brooklyn;Apartment;95;Private room;11225;1;1;18;99;96
283604;2010-11-10T00:00:00Z;Lovely, Large Room in Crown Heights;Brooklyn;Apartment;100;Private room;11216;1;1;2;70;100
295544;2010-11-22T00:00:00Z;Queen Room in Historic Building;Brooklyn;Apartment;95;Private room;11225;2;1;7;90;97
295544;2010-11-22T00:00:00Z;Sunny Bedroom in Spacious Apt;Brooklyn;Apartment;90;Private room;11225;2;1;51;82;94
300325;2010-11-26T00:00:00Z;Artist Flat Share;Brooklyn;Apartment;90;Private room;11211;1;1;7;64;90
301987;2010-11-27T00:00:00Z;Beautiful Historic Sunny Brownstone;Brooklyn;Apartment;90;Private room;11221;1;1;2;85;90
302936;2010-11-28T00:00:00Z;Luminous city getaway near everyth!;Brooklyn;Apartment;90;Private room;11211;1;1;15;97;93
302936;2010-11-28T00:00:00Z;Radiant Wburg getaway near everyth!;Brooklyn;Apartment;90;Private room;11211;1;1;27;85;92
303926;2010-11-29T00:00:00Z;Beautiful New Brooklyn Apartment;Brooklyn;Apartment;95;Private room;11237;1;1;16;55;96
306244;2010-12-01T00:00:00Z;Modern Bushwick with a View;Brooklyn;Apartment;100;Private room;11237;1;1;3;94;100
308015;2010-12-02T00:00:00Z;Large Sunny Rm-6th Fl View/Elevator;Brooklyn;Apartment;90;Private room;11218;2;1;38;88;94
308875;2010-12-03T00:00:00Z;Big Sunny Guest Room, W'burg Bridge;Brooklyn;Apartment;90;Private room;11211;1;1;129;74;92
308875;2010-12-03T00:00:00Z;Sunny Guest Room near W'burg Bridge;Brooklyn;Apartment;90;Private room;11211;1;1;46;64;93
309329;2010-12-04T00:00:00Z;Big Room Carroll Gardens, Brooklyn;Brooklyn;Apartment;100;Private room;11231;1;1;1;66;100
310458;2010-12-05T00:00:00Z;Small tidy bedroom in duplex;Brooklyn;Apartment;95;Private room;11215;1;1;5;71;95
311286;2010-12-06T00:00:00Z;ROOM#3 FOR RENT close Manhattan;Brooklyn;Apartment;90;Private room;11213;1;1;7;65;91
311286;2010-12-06T00:00:00Z;ROOM#4 FOR RENT close to Manhattan;Brooklyn;Apartment;90;Private room;11213;2;1;3;80;93
311286;2010-12-06T00:00:00Z;ROOM#6 FOR RENT close to Manhattan;Brooklyn;Apartment;100;Private room;11213;1;1;2;75;100
311286;2010-12-06T00:00:00Z;BEDROOM1 FOR RENT 10min from Manhan;Brooklyn;Apartment;90;Private room;11216;1;1;28;85;91
311286;2010-12-06T00:00:00Z;BEDROOM2 FOR RENT  10min from Manh;Brooklyn;Apartment;90;Private room;11216;1;1;11;85;93
314582;2010-12-09T00:00:00Z;Brooklyn- Crown Heights Garden Apt.;Brooklyn;Apartment;95;Private room;11216;1;1;117;55;95
314582;2010-12-09T00:00:00Z;Crown Heights Garden Apt.;Brooklyn;Apartment;95;Private room;11216;1;1;109;60;96
315606;2010-12-11T00:00:00Z;A Cozy Bed w/ Breakfast;Brooklyn;Apartment;90;Private room;11216;2;1;15;65;90
315841;2010-12-11T00:00:00Z;Park Slope private room by subway;Brooklyn;Apartment;90;Private room;11217;1;1;218;85;93
317795;2010-12-13T00:00:00Z;Bright spacious studio room William;Brooklyn;Apartment;100;Private room;11211;1;1;4;100;100
318398;2010-12-14T00:00:00Z;Charming 1BR Prospect Heights Apt;Brooklyn;Apartment;95;Entire home/apt;11238;1;1;11;95;96
318967;2010-12-14T00:00:00Z;Cozy & bright studio in Brooklyn;Brooklyn;Apartment;95;Entire home/apt;11238;1;1;19;99;96
319077;2010-12-14T00:00:00Z;Lovely Room in HUGE 4000 sqft Loft!;Brooklyn;Apartment;95;Private room;11238;1;1;11;95;98
319077;2010-12-14T00:00:00Z;Lovely Room, HUGE 4000 sqft Loft 2;Brooklyn;Apartment;95;Private room;11238;1;1;9;95;98
319077;2010-12-14T00:00:00Z;Lovely Room, HUGE 5000 sqft Loft 4;Brooklyn;Apartment;95;Private room;11238;1;1;30;95;97
319982;2010-12-15T00:00:00Z;Bright private room in Greenpoint;Brooklyn;Apartment;100;Private room;11222;1;1;1;85;100
320538;2010-12-16T00:00:00Z;Bright+Spacious Williamsburg Abode!;Brooklyn;Apartment;90;Entire home/apt;11211;1;1;55;99;94
322716;2010-12-19T00:00:00Z;Lovely, Private Crown Heights Room;Brooklyn;Apartment;100;Private room;11213;1;1;1;29;100
322934;2010-12-19T00:00:00Z;Couchbed in very sweet brooklyn apt;Brooklyn;Apartment;100;Private room;11217;1;1;3;50;100
322641;2010-12-19T00:00:00Z;Huge Greenpoint Loft, Walk to Train;Brooklyn;Apartment;90;Private room;11222;1;1;25;49;92
322641;2010-12-19T00:00:00Z;Sunny Greenpoint Loft,Walk to Train;Brooklyn;Apartment;95;Private room;11222;1;1;14;99;99
328621;2010-12-28T00:00:00Z;Bright and Airy Greenpoint Bedroom;Brooklyn;Apartment;90;Private room;11222;1;1;2;85;90
330976;2010-12-30T00:00:00Z;Quirky, comfy room in Williamsburg;Brooklyn;Apartment;100;Private room;11211;1;1;1;63;100
331579;2010-12-31T00:00:00Z;Great Room with Good Amenities;Brooklyn;Apartment;100;Private room;11221;1;1;3;60;100
333630;2011-01-03T00:00:00Z;Best View of Mnhtn in Crown Heights;Brooklyn;Apartment;90;Private room;11213;1;1;21;83;93
339075;2011-01-07T00:00:00Z;Big, sunny room, close to park;Brooklyn;Apartment;90;Private room;11215;1;1;2;55;90
339426;2011-01-08T00:00:00Z;Park Slope Pied a Terre;Brooklyn;Apartment;90;Entire home/apt;11215;1;1;191;89;90
342253;2011-01-10T00:00:00Z;Newly Renovated 1 Bedroom Apartment;Brooklyn;Apartment;100;Entire home/apt;11235;1;1;10;100;100
341981;2011-01-10T00:00:00Z;Priv. Room- Light-Filled Apt w Gym;Brooklyn;Apartment;100;Private room;11213;1;1;8;90;100
344453;2011-01-12T00:00:00Z;Luxury Williamsburg Ensuite Bedroom;Brooklyn;Apartment;100;Private room;11211;1;1;3;66;100
345449;2011-01-12T00:00:00Z;Cozy bedroom in Greenpoint;Brooklyn;Apartment;100;Private room;11222;1;1;3;75;100
346366;2011-01-13T00:00:00Z;Bright Large 2-Room Loft +Roof Deck;Brooklyn;Apartment;95;Private room;11206;1;1;2;80;96
347642;2011-01-14T00:00:00Z;New 1BR + 1BA with Private Entrance;Brooklyn;Apartment;90;Private room;11233;1;1;35;80;94
352705;2011-01-18T00:00:00Z;Brownstone Writer's Room;Brooklyn;Apartment;95;Private room;11216;2;1;8;30;95
353227;2011-01-19T00:00:00Z;Share a Light-filled Brooklyn Apt;Brooklyn;Apartment;100;Private room;11225;1;1;6;65;100
354996;2011-01-20T00:00:00Z;A Great Place to Stay in Brooklyn!;Brooklyn;Apartment;95;Private room;11206;1;1;32;90;97
354996;2011-01-20T00:00:00Z;Holidays in Brooklyn!!;Brooklyn;Apartment;100;Private room;11206;1;1;3;85;100
360183;2011-01-24T00:00:00Z;MODERN 1br & Suite FORT GREENE;Brooklyn;Apartment;100;Private room;11205;1;1;1;79;100
361155;2011-01-24T00:00:00Z;Great room in Ditmas park!;Brooklyn;Apartment;95;Private room;11226;1;1;16;57;99
361155;2011-01-24T00:00:00Z;Perfect room at Perfect location;Brooklyn;Apartment;95;Private room;11226;1;1;27;65;98
362406;2011-01-25T00:00:00Z;Cozy room in artist's apartment;Brooklyn;Apartment;90;Private room;11237;1;1;23;60;94
380728;2011-02-07T00:00:00Z;KING Bed Artist Loft @ Williamsburg;Brooklyn;Apartment;90;Private room;11211;1;1;15;82;91
380728;2011-02-07T00:00:00Z;Bright Loft for Williamsburg Summer;Brooklyn;Apartment;90;Private room;11249;1;1;2;95;90
384752;2011-02-09T00:00:00Z;Perfect Location / Calm Sanctuary;Brooklyn;Apartment;90;Private room;11211;1;1;19;78;94
384796;2011-02-09T00:00:00Z;*PRIME LOCATION* STEPS TO L TRAIN;Brooklyn;Apartment;90;Private room;11249;2;1;37;85;90
384796;2011-02-09T00:00:00Z;PRIVATE BATHROOM*PRIME LOCATION*;Brooklyn;Apartment;90;Private room;11249;2;1;19;85;90
400240;2011-02-19T00:00:00Z;Sunny Room by Prospect Park;Brooklyn;Apartment;90;Private room;11226;1;1;24;60;93
405467;2011-02-22T00:00:00Z;Cozy room in Williamsburg;Brooklyn;Apartment;95;Private room;11211;1;1;73;80;97
406985;2011-02-23T00:00:00Z;Great Room in Williamsburg;Brooklyn;Apartment;90;Private room;11206;1;1;8;69;90
409766;2011-02-25T00:00:00Z;For Travelers, Artists, Cat Lovers!;Brooklyn;Apartment;95;Entire home/apt;11237;1;1;34;95;95
413023;2011-02-27T00:00:00Z;Room in wonderful neighborhood.;Brooklyn;Apartment;100;Private room;11238;1;1;1;65;100
414477;2011-02-28T00:00:00Z;Single room in stunning brownstone;Brooklyn;Apartment;95;Private room;11216;1;1;9;70;98
