Host Id;Host Since;Name;Neighbourhood;Property Type;Review Scores Rating (bin);Room Type;Zipcode;Beds;Number of Records;Number Of Reviews;Price;Review Scores Rating
1447684;2011-11-27T00:00:00Z;Beautiful lrg 1800's syle apt share;Brooklyn;Apartment;95;Private room;11222;1;1;7;72;97
1447684;2011-11-27T00:00:00Z;Charming Furnished Private Room;Brooklyn;Apartment;100;Private room;11222;1;1;2;41;100
1447684;2011-11-27T00:00:00Z;Furnished privte room;Brooklyn;Apartment;95;Private room;11222;1;1;7;64;97
1451311;2011-11-28T00:00:00Z;Spacious, sunny room, Williamsburg;Brooklyn;Apartment;100;Private room;11211;1;1;2;80;100
1450648;2011-11-28T00:00:00Z;Fort Greene- close to everything!;Brooklyn;Apartment;100;Private room;11217;2;1;1;75;100
1459392;2011-11-30T00:00:00Z;Jr. 1 Bedroom in Prime Fort Greene;Brooklyn;Apartment;90;Entire home/apt;11217;1;1;8;95;90
1468617;2011-12-03T00:00:00Z;Charming Artistic Fort Greene Space;Brooklyn;Apartment;90;Entire home/apt;11205;1;1;5;69;92
1470471;2011-12-04T00:00:00Z;SUNNY BIG ROOM IN STYLISH APT;Brooklyn;Apartment;95;Private room;11216;1;1;23;84;95
1476159;2011-12-05T00:00:00Z;Bushwick apartment near L, backyard;Brooklyn;Apartment;95;Entire home/apt;11237;1;1;5;96;96
1478269;2011-12-06T00:00:00Z;Basic apartment in Bed-stuy;Brooklyn;Apartment;95;Private room;11206;1;1;11;70;95
1477833;2011-12-06T00:00:00Z;Red Hook, Master Suite, FISHGRALA;Brooklyn;Apartment;90;Private room;11231;1;1;18;99;92
1477833;2011-12-06T00:00:00Z;Red Hook, Single RM, FISHGRALA;Brooklyn;Apartment;100;Private room;11231;1;1;1;69;100
1497265;2011-12-12T00:00:00Z;Sunny Master Suite in Clinton-Stuy;Brooklyn;Apartment;95;Private room;11238;1;1;12;85;98
1500455;2011-12-13T00:00:00Z;Private room + huge patio for you!;Brooklyn;Apartment;100;Private room;11206;1;1;2;89;100
1500455;2011-12-13T00:00:00Z;Private room, workspace + XL patio!;Brooklyn;Apartment;100;Private room;11206;1;1;2;55;100
1509452;2011-12-16T00:00:00Z;A Spacious private peaceful Studio;Brooklyn;Apartment;100;Entire home/apt;11238;1;1;1;65;100
1512182;2011-12-17T00:00:00Z;Cozy Parkside Flat;Brooklyn;Apartment;90;Entire home/apt;11225;1;1;2;100;90
1512883;2011-12-17T00:00:00Z;Sunny & Spacious Brooklyn 1BR Apt;Brooklyn;Apartment;100;Entire home/apt;11238;1;1;4;90;100
1513294;2011-12-17T00:00:00Z;Sunny and spacious bedroom;Brooklyn;Apartment;90;Private room;11237;1;1;3;65;93
1518506;2011-12-19T00:00:00Z;Private Room in Amazing Location;Brooklyn;Apartment;100;Private room;11217;1;1;5;95;100
1525582;2011-12-21T00:00:00Z;private room with private bathroom;Brooklyn;Apartment;90;Private room;11222;1;1;52;99;93
1525582;2011-12-21T00:00:00Z;Williamsburg, Brooklyn private room;Brooklyn;Apartment;95;Private room;11249;1;1;69;99;95
1530310;2011-12-23T00:00:00Z;Cozy Corner, Bedford Ave  Brooklyn!;Brooklyn;Apartment;95;Private room;11205;1;1;9;59;95
1530310;2011-12-23T00:00:00Z;Cozy Private One Bedroom, Brooklyn;Brooklyn;Apartment;95;Private room;11205;1;1;9;56;96
1530954;2011-12-23T00:00:00Z;Sunny Bedroom in Prospect Heights;Brooklyn;Apartment;100;Private room;11238;1;1;1;50;100
1535739;2011-12-26T00:00:00Z;Private bedroom in two bedroom APT;Brooklyn;Apartment;100;Private room;11211;1;1;1;60;100
1550230;2011-12-30T00:00:00Z;Spacious Room in Bushwick!;Brooklyn;Apartment;90;Private room;11385;2;1;23;65;94
1555188;2012-01-01T00:00:00Z;Pvt Bdrm in Prime Williamsburg;Brooklyn;Apartment;95;Private room;11211;1;1;37;77;95
1559439;2012-01-02T00:00:00Z;Modern Sunny Apartment in Bed Stuy!;Brooklyn;Apartment;95;Entire home/apt;11216;1;1;6;100;97
1558222;2012-01-02T00:00:00Z;Big sunny room on McCarren Park;Brooklyn;Apartment;90;Private room;11222;1;1;2;90;90
1566167;2012-01-04T00:00:00Z;Private Vintage L Shaped Studio;Brooklyn;Apartment;90;Entire home/apt;11218;1;1;6;80;93
1571422;2012-01-05T00:00:00Z;Modern Brooklyn bedroom w/ kitchen;Brooklyn;Apartment;90;Private room;11206;1;1;6;85;90
1573796;2012-01-06T00:00:00Z;Comfortable bdrm 1 block to subway;Brooklyn;Apartment;90;Private room;11207;1;1;6;45;90
1577961;2012-01-07T00:00:00Z;"2 rooms; private entrance & bath!";Brooklyn;Apartment;90;Private room;11237;2;1;66;65;91
1593290;2012-01-11T00:00:00Z;Great Room in Renovated Brownstone;Brooklyn;Apartment;95;Private room;11221;1;1;15;80;96
1594959;2012-01-11T00:00:00Z;BedStuy Oasis with Private Yard!;Brooklyn;Apartment;90;Private room;11221;1;1;19;70;94
1597481;2012-01-12T00:00:00Z;Clinton Hill near Pratt w/Balcony!;Brooklyn;Apartment;100;Private room;11205;1;1;1;65;100
1597446;2012-01-12T00:00:00Z;Spacious Room in Brownstone;Brooklyn;Apartment;100;Private room;11238;1;1;1;70;100
1603772;2012-01-13T00:00:00Z;Colorful 1 BR Apartment!;Brooklyn;Apartment;95;Entire home/apt;11216;1;1;16;70;95
1606397;2012-01-14T00:00:00Z;Sun Drenched Amazing large 1 br;Brooklyn;Apartment;100;Entire home/apt;11225;1;1;1;100;100
1606222;2012-01-14T00:00:00Z;comfortable, well-appointed room;Brooklyn;Apartment;90;Private room;11238;1;1;22;100;93
1609441;2012-01-15T00:00:00Z;Sunny Private Central Bushwick Apt;Brooklyn;Apartment;100;Entire home/apt;11221;1;1;2;92;100
1613854;2012-01-16T00:00:00Z;Beautiful and Sunny Brooklyn Room;Brooklyn;Apartment;100;Private room;11206;1;1;11;59;100
1613854;2012-01-16T00:00:00Z;Sunny Private Room,Williamsburg Apt;Brooklyn;Apartment;95;Private room;11206;1;1;12;59;95
1613854;2012-01-16T00:00:00Z;Sunny Private Room,Williamsburg Pad;Brooklyn;Apartment;90;Private room;11206;1;1;29;55;93
1611924;2012-01-16T00:00:00Z;Simple room in Williamsburg;Brooklyn;Apartment;95;Private room;11211;1;1;6;55;97
1619719;2012-01-17T00:00:00Z;Sunny RR in Bushwick/Ridgewood;Brooklyn;Apartment;100;Entire home/apt;11385;1;1;1;90;100
1621403;2012-01-18T00:00:00Z;Quiet, Sunny Room in Williamsburg;Brooklyn;Apartment;100;Private room;11211;1;1;1;80;100
1631288;2012-01-20T00:00:00Z;Private room off L train;Brooklyn;Apartment;100;Private room;11206;1;1;4;65;100
1629906;2012-01-20T00:00:00Z;2 Room Apt, Bedford Ave Williamburg;Brooklyn;Apartment;95;Private room;11211;1;1;5;65;96
1639755;2012-01-22T00:00:00Z;All Nations Home-Queen Size Bed;Brooklyn;Apartment;95;Private room;11209;1;1;23;50;97
1639484;2012-01-22T00:00:00Z;Sun filled room in Greenpoint;Brooklyn;Apartment;100;Private room;11222;1;1;2;65;100
1639484;2012-01-22T00:00:00Z;Sunny room in Cozy Williamsburg apt;Brooklyn;Apartment;100;Private room;11222;1;1;1;50;100
1639663;2012-01-22T00:00:00Z;Cute Room in Perfect BK Location!;Brooklyn;Apartment;90;Private room;11238;1;1;7;70;91
1639120;2012-01-22T00:00:00Z;Cozy Nook in Heart of Williamsburg;Brooklyn;Apartment;90;Private room;11249;1;1;80;59;93
1639755;2012-01-22T00:00:00Z;All Nations Home-Semi Private Room;Brooklyn;Apartment;100;Shared room;11209;1;1;20;44;100
1643546;2012-01-23T00:00:00Z;Big Bedroom/Great Location/Backyard;Brooklyn;Apartment;90;Private room;11206;1;1;116;45;91
1641537;2012-01-23T00:00:00Z;SUPER HUGE ROOM IN GREENPOINT BK;Brooklyn;Apartment;100;Private room;11222;1;1;3;90;100
1642775;2012-01-23T00:00:00Z;Bushwick Full Manhattan View Room;Brooklyn;Apartment;100;Private room;11237;1;1;1;75;100
1643546;2012-01-23T00:00:00Z;Bedroom//Hip Neighborhood//Backyard;Brooklyn;Apartment;90;Private room;11237;1;1;105;40;92
1646818;2012-01-24T00:00:00Z;Sunny Studio near Prospect Park;Brooklyn;Apartment;90;Entire home/apt;11226;2;1;33;80;94
1649108;2012-01-24T00:00:00Z;Sunny 1 Bdrm Vinegar Hill/DUMBO;Brooklyn;Apartment;90;Private room;11201;1;1;6;85;93
1647841;2012-01-24T00:00:00Z;Private Bedroom in Prime Park Slope;Brooklyn;Apartment;95;Private room;11215;1;1;6;78;97
1650330;2012-01-25T00:00:00Z;Bright Room in Historic Brownstone;Brooklyn;Apartment;95;Private room;11220;1;1;16;70;99
1650330;2012-01-25T00:00:00Z;Cozy Room in Charming Brownstone;Brooklyn;Apartment;95;Private room;11220;1;1;19;70;96
1657218;2012-01-26T00:00:00Z;Sunny Garden Apartment Park Slope;Brooklyn;Apartment;100;Entire home/apt;11215;1;1;1;100;100
1661964;2012-01-27T00:00:00Z;Spacious, 2BR apartment, Frankln Av;Brooklyn;Apartment;100;Private room;11238;2;1;2;100;100
1663281;2012-01-28T00:00:00Z;Cozy Brooklyn bedroom;Brooklyn;Apartment;90;Private room;11206;1;1;3;70;90
1668720;2012-01-29T00:00:00Z;Spacious 1BR steps from Prospect Pk;Brooklyn;Apartment;90;Entire home/apt;11218;2;1;4;65;90
1671498;2012-01-29T00:00:00Z;Charming Bedroom in Cobble Hill;Brooklyn;Apartment;100;Private room;11201;2;1;1;90;100
1675580;2012-01-30T00:00:00Z;Park Slope, Brooklyn, NY;Brooklyn;Apartment;100;Entire home/apt;11215;1;1;2;99;100
1679545;2012-01-31T00:00:00Z;Sunlit, spacious Bushwick studio;Brooklyn;Apartment;90;Entire home/apt;11237;1;1;12;90;91
1679337;2012-01-31T00:00:00Z;Sublet in Clinton Hill Brooklyn;Brooklyn;Apartment;100;Private room;11205;1;1;2;100;100
1678987;2012-01-31T00:00:00Z;Cozy Place in Park Slope;Brooklyn;Apartment;90;Private room;11215;1;1;23;65;91
1678836;2012-01-31T00:00:00Z;Sunny, Comfortable near Prospect Pk;Brooklyn;Apartment;100;Private room;11225;1;1;3;55;100
1686836;2012-02-01T00:00:00Z;Cute Cosy Private Brooklyn Room;Brooklyn;Apartment;90;Private room;11211;1;1;3;90;90
1695885;2012-02-03T00:00:00Z;Private Room in Lovely Neighborhood;Brooklyn;Apartment;95;Private room;11213;1;1;17;69;96
1715901;2012-02-07T00:00:00Z;Cozy Bedroom in Brooklyn;Brooklyn;Apartment;90;Private room;11238;1;1;3;58;93
1720619;2012-02-08T00:00:00Z;Loft in Brand New WBurg Apartment;Brooklyn;Apartment;90;Private room;11206;1;1;59;89;90
1726966;2012-02-09T00:00:00Z;Kate's Place;Brooklyn;Apartment;90;Private room;11213;1;1;39;60;93
1733171;2012-02-10T00:00:00Z;Comfy studio apt in parkside Bklyn!;Brooklyn;Apartment;100;Entire home/apt;11225;1;1;2;79;100
1728899;2012-02-10T00:00:00Z;Awesome Apartment! Huge room!;Brooklyn;Apartment;100;Private room;11206;1;1;1;70;100
1732527;2012-02-10T00:00:00Z;THE PRESIDENT'S SUITE;Brooklyn;Apartment;95;Private room;11211;1;1;9;90;96
1742698;2012-02-12T00:00:00Z;Room in Lovely Sunny Greenpoint Apt;Brooklyn;Apartment;90;Private room;11222;1;1;2;100;90
1745402;2012-02-13T00:00:00Z;Heavy Sun, Quiet, Arty 1 Bedroom;Brooklyn;Apartment;95;Entire home/apt;11220;2;1;12;70;95
1746811;2012-02-13T00:00:00Z;Modern Park Slope 1BR near Barclays;Brooklyn;Apartment;100;Private room;11217;1;1;2;75;100
1751800;2012-02-14T00:00:00Z;Bedroom in Lovely Williamsburg Home;Brooklyn;Apartment;100;Private room;11211;1;1;2;70;100
1766117;2012-02-17T00:00:00Z;Awesome Brownstone Guest Room;Brooklyn;Apartment;90;Private room;11217;1;1;47;100;94
1770453;2012-02-18T00:00:00Z;Beautiful Spot on Manhattan Ave.;Brooklyn;Apartment;95;Private room;11222;1;1;13;59;95
1771148;2012-02-18T00:00:00Z;Ultra central cozy private Brooklyn;Brooklyn;Apartment;100;Private room;11238;1;1;3;79;100
1776739;2012-02-19T00:00:00Z;Charming Art Filled Flat;Brooklyn;Apartment;95;Entire home/apt;11238;1;1;11;100;97
1777962;2012-02-20T00:00:00Z;GREAT DEAL IN WILLIAMSBURG;Brooklyn;Apartment;90;Private room;11211;1;1;5;80;93
1787928;2012-02-21T00:00:00Z;Lovely Space half a block from Park;Brooklyn;Apartment;100;Private room;11218;1;1;2;56;100
1793071;2012-02-22T00:00:00Z;Large Room - Williamsburg Brooklyn!;Brooklyn;Apartment;90;Private room;11206;1;1;3;60;90
1799971;2012-02-23T00:00:00Z;Room in Fantastic BBG Apt/ Home;Brooklyn;Apartment;100;Private room;11211;1;1;1;80;100
1803302;2012-02-24T00:00:00Z;SUNNY penthouse w/patio & city view;Brooklyn;Apartment;95;Private room;11211;1;1;64;98;95
1808103;2012-02-25T00:00:00Z;WoodyAllenFilmSet-LikeDigs;Brooklyn;Apartment;100;Private room;11211;1;1;2;95;100
1812759;2012-02-26T00:00:00Z;Sunny Room in Brooklyn Brownstone;Brooklyn;Apartment;100;Private room;11213;1;1;1;75;100
1812262;2012-02-26T00:00:00Z;Bonjour/Hola/Ciao/Hello Brooklyn!!!;Brooklyn;Apartment;95;Private room;11216;1;1;68;83;96
1818437;2012-02-27T00:00:00Z;Beautiful&Cozy 1BR in Ditmas Park;Brooklyn;Apartment;90;Entire home/apt;11226;1;1;5;100;92
1820095;2012-02-27T00:00:00Z;Very Affordable Spacious Apartment;Brooklyn;Apartment;90;Entire home/apt;11226;2;1;4;95;90
1820095;2012-02-27T00:00:00Z;Great Space in Cool Hood;Brooklyn;Apartment;100;Shared room;11226;1;1;2;35;100
1824881;2012-02-28T00:00:00Z;1 BR in 4BR apt. Bedford & N.7th;Brooklyn;Apartment;90;Private room;11211;1;1;30;70;92
1824881;2012-02-28T00:00:00Z;1BR in 3BR apt. Bedford & N.7th;Brooklyn;Apartment;100;Private room;11211;1;1;5;60;100
1831224;2012-02-29T00:00:00Z;QUIET studio all to yourself!;Brooklyn;Apartment;90;Entire home/apt;11206;2;1;28;65;91
1835246;2012-03-01T00:00:00Z;Huge Williamsburg Bedroom w/ office;Brooklyn;Apartment;100;Private room;11206;1;1;1;69;100
1841170;2012-03-02T00:00:00Z;Private Room in Brownstone;Brooklyn;Apartment;100;Private room;11206;1;1;1;73;100
1849655;2012-03-03T00:00:00Z;Experience NYC thru this Great Apt!;Brooklyn;Apartment;95;Private room;11218;1;1;14;79;97
1856829;2012-03-04T00:00:00Z;Sunny top floor of a brownstone;Brooklyn;Apartment;100;Entire home/apt;11238;1;1;1;100;100
1865527;2012-03-05T00:00:00Z;Brooklyn Fashionista 1Bdr Loft;Brooklyn;Apartment;90;Private room;11206;1;1;6;75;92
1866827;2012-03-05T00:00:00Z;Private Bedroom in Williamsburg;Brooklyn;Apartment;95;Private room;11206;1;1;34;98;98
1864198;2012-03-05T00:00:00Z;BK CHARM~Clean Modern~XPrss Train!!;Brooklyn;Apartment;95;Private room;11226;1;1;113;78;96
1863447;2012-03-05T00:00:00Z;Private MasterBR w/ View of Museum;Brooklyn;Apartment;90;Private room;11238;1;1;16;68;93
1873589;2012-03-06T00:00:00Z;Brownstone 1st floor Apartment.;Brooklyn;Apartment;90;Entire home/apt;11213;2;1;25;100;94
1870010;2012-03-06T00:00:00Z;LARGE BEDROOM IN WILLIAMSBURG!;Brooklyn;Apartment;90;Private room;11211;1;1;50;85;92
1873023;2012-03-06T00:00:00Z;Beautiful large room near L Train!;Brooklyn;Apartment;90;Private room;11211;1;1;37;79;94
1869037;2012-03-06T00:00:00Z;Cute + Clean GREENPOINT room;Brooklyn;Apartment;90;Private room;11222;1;1;43;70;94
1872543;2012-03-06T00:00:00Z;Mod Brooklyn Apartment 1;Brooklyn;Apartment;90;Private room;11237;1;1;7;60;94
1872543;2012-03-06T00:00:00Z;Mod Brooklyn Apartment 2;Brooklyn;Apartment;100;Private room;11237;1;1;4;60;100
1884204;2012-03-08T00:00:00Z;Sunny Retreat with Roof Garden;Brooklyn;Apartment;95;Entire home/apt;11221;1;1;120;85;95
1892589;2012-03-09T00:00:00Z;Bright Sunny 8x13 Williamsburg Room;Brooklyn;Apartment;95;Private room;11211;1;1;8;75;97
1892589;2012-03-09T00:00:00Z;Large Sunny BIG Williamsburg Room;Brooklyn;Apartment;100;Private room;11211;1;1;2;90;100
1895389;2012-03-10T00:00:00Z;sweet room in the heart of wburg;Brooklyn;Apartment;95;Private room;11211;1;1;45;90;95
1898038;2012-03-10T00:00:00Z;Private room in modern 2bedrm;Brooklyn;Apartment;100;Private room;11215;1;1;3;99;100
1902718;2012-03-11T00:00:00Z;Huge BR/Bed + Backyard in Bushwick!;Brooklyn;Apartment;100;Private room;11237;1;1;2;70;100
1915682;2012-03-13T00:00:00Z;Sunny, cozy apt in Brooklyn Heights;Brooklyn;Apartment;90;Entire home/apt;11201;1;1;4;99;93
1912541;2012-03-13T00:00:00Z;Large 1 Bedroom in Bushwick;Brooklyn;Apartment;100;Entire home/apt;11221;1;1;3;95;100
1919115;2012-03-13T00:00:00Z;Cozy Studio Brooklyn;Brooklyn;Apartment;90;Entire home/apt;11230;2;1;8;99;93
1913749;2012-03-13T00:00:00Z;Private Rm in Cozy Williamsburg Apt;Brooklyn;Apartment;90;Private room;11211;1;1;12;78;93
1934017;2012-03-16T00:00:00Z;Hardwood Williamsburg Classic!;Brooklyn;Apartment;100;Private room;11211;1;1;3;70;100
1944413;2012-03-17T00:00:00Z;Williamsburg, Large Private Room;Brooklyn;Apartment;90;Private room;11211;1;1;14;65;92
1939680;2012-03-17T00:00:00Z;Room in new apt in prime Bushwick;Brooklyn;Apartment;100;Private room;11237;1;1;2;60;100
1978002;2012-03-20T00:00:00Z;Private room by Lorimer;Brooklyn;Apartment;100;Private room;11211;1;1;2;100;100
1987524;2012-03-22T00:00:00Z;Sundrenched 1 bedroom Sunset Park;Brooklyn;Apartment;100;Entire home/apt;11220;1;1;5;65;100
1990602;2012-03-22T00:00:00Z;Lovely, light-filled Bushwick flat;Brooklyn;Apartment;100;Private room;11237;1;1;1;71;100
2000787;2012-03-24T00:00:00Z;Welcome to the Venue in BedStuy;Brooklyn;Apartment;95;Private room;11233;1;1;27;65;98
1997999;2012-03-24T00:00:00Z;Spacious Private Room in Brooklyn!;Brooklyn;Apartment;100;Private room;11238;1;1;1;46;100
2011899;2012-03-26T00:00:00Z;Sunny, Private 1 Bed apt - Sleeps 4;Brooklyn;Apartment;100;Entire home/apt;11225;1;1;1;100;100
2008053;2012-03-26T00:00:00Z;Cozy space in a lovely place!;Brooklyn;Apartment;95;Private room;11221;1;1;89;65;97
2008053;2012-03-26T00:00:00Z;Serene, Sunny Brooklyn Bedroom;Brooklyn;Apartment;90;Private room;11221;1;1;28;85;94
2017752;2012-03-27T00:00:00Z;Private Entry Garden Apartment;Brooklyn;Apartment;90;Entire home/apt;11218;1;1;119;80;93
2015914;2012-03-27T00:00:00Z;SAFE BUDGET IN  Brooklyn  NYC;Brooklyn;Apartment;90;Private room;11207;2;1;17;75;91
2015914;2012-03-27T00:00:00Z;BLYN BROWNSTONE CORZY CORNER in NYC;Brooklyn;Apartment;90;Private room;11221;1;1;53;59;91
2032227;2012-03-29T00:00:00Z;Sunny BK Apartment/Roof Deck & A/C!;Brooklyn;Apartment;90;Private room;11216;1;1;10;62;94
2028804;2012-03-29T00:00:00Z;Chill vibes in Historic Greenpoint;Brooklyn;Apartment;100;Private room;11222;1;1;1;80;100
2043351;2012-03-31T00:00:00Z;Light filled Room Near ProspectPark;Brooklyn;Apartment;100;Private room;11216;1;1;1;60;100
2042574;2012-03-31T00:00:00Z;Big House 1 Best Location w Outdoor;Brooklyn;Apartment;90;Private room;11238;1;1;69;89;94
2050902;2012-04-01T00:00:00Z;Real 1 Br only 3 blocks to L Train!;Brooklyn;Apartment;95;Entire home/apt;11211;1;1;26;89;96
2052361;2012-04-02T00:00:00Z;Brookyn apartment, 20 min from Manh;Brooklyn;Apartment;90;Entire home/apt;11226;2;1;7;100;91
2052361;2012-04-02T00:00:00Z;Room in Brooklyn, 20 min from Manh;Brooklyn;Apartment;90;Private room;11226;1;1;8;50;93
2065453;2012-04-03T00:00:00Z;Private bedroom/bathroom/balcony;Brooklyn;Apartment;95;Private room;11216;1;1;16;75;95
2061609;2012-04-03T00:00:00Z;Bright & Spacious Williamsburg/ Apt;Brooklyn;Apartment;95;Private room;11222;1;1;7;100;97
2068365;2012-04-04T00:00:00Z;Best Bedroom with Private Bathroom;Brooklyn;Apartment;90;Private room;11211;1;1;64;99;90
2068365;2012-04-04T00:00:00Z;Cozy Room in Trendy Williamsburg;Brooklyn;Apartment;90;Private room;11211;1;1;3;59;93
2076976;2012-04-05T00:00:00Z;Awesome Brooklyn Hide-Away!;Brooklyn;Apartment;90;Private room;11222;1;1;36;90;94
2085405;2012-04-06T00:00:00Z;Bright Brooklyn Apartment;Brooklyn;Apartment;100;Entire home/apt;11220;1;1;1;68;100
2083562;2012-04-06T00:00:00Z;Comfortable, Clean & Affordable!;Brooklyn;Apartment;95;Private room;11226;1;1;23;70;97
2089730;2012-04-07T00:00:00Z;Bright, Cozy Apartment South W'burg;Brooklyn;Apartment;100;Private room;11211;1;1;1;50;100
2086194;2012-04-07T00:00:00Z;Enjoy Brooklyn & Proximity to Train;Brooklyn;Apartment;100;Private room;11238;1;1;3;55;100
2088117;2012-04-07T00:00:00Z;Sunny private room in Williamsburg;Brooklyn;Apartment;90;Private room;11249;1;1;2;100;90
2095964;2012-04-08T00:00:00Z;Sunny Studio in Prime Greenpoint Wb;Brooklyn;Apartment;95;Entire home/apt;11222;1;1;5;99;96
2103627;2012-04-09T00:00:00Z;Bright Cozy Room in Brooklyn;Brooklyn;Apartment;100;Private room;11213;1;1;13;75;100
2106888;2012-04-10T00:00:00Z;Lge Family Friendly Lux Rm in BKLYN;Brooklyn;Apartment;95;Private room;11201;2;1;15;99;95
2109296;2012-04-10T00:00:00Z;Large peaceful room nr Prospect Pk;Brooklyn;Apartment;95;Private room;11215;1;1;20;85;97
2120259;2012-04-11T00:00:00Z;1 Bedroom In Brooklyn NYC $95 FOR 2;Brooklyn;Apartment;95;Entire home/apt;11213;1;1;7;95;97
2120259;2012-04-11T00:00:00Z;Entire Apartment $95 for 2 guests;Brooklyn;Apartment;95;Entire home/apt;11213;1;1;21;95;95
2120646;2012-04-11T00:00:00Z;Private, light-filled 1 bdrm;Brooklyn;Apartment;90;Entire home/apt;11238;2;1;2;99;90
2120259;2012-04-11T00:00:00Z;$55 Per/night Room Brklyn New York;Brooklyn;Apartment;90;Private room;11225;1;1;8;55;93
2120259;2012-04-11T00:00:00Z;$55/ night Private Room Brooklyn NY;Brooklyn;Apartment;95;Private room;11225;1;1;10;55;96
2120259;2012-04-11T00:00:00Z;$55 per night Cozy Private Room NYC;Brooklyn;Apartment;90;Private room;11226;1;1;24;55;91
2120259;2012-04-11T00:00:00Z;$55 Per/night PRIVATE ROOM NEW YORK;Brooklyn;Apartment;95;Private room;11226;1;1;47;55;96
2120259;2012-04-11T00:00:00Z;$65 LARGE ROOM FOR RENT BROOKLYN NY;Brooklyn;Apartment;95;Private room;11226;1;1;7;65;95
2120259;2012-04-11T00:00:00Z;$65/ Night Large Private Room NYC;Brooklyn;Apartment;90;Private room;11226;1;1;2;65;90
2117887;2012-04-11T00:00:00Z;Bedroom in Bushwick, cheap! L train;Brooklyn;Apartment;100;Private room;11237;1;1;2;60;100
2117887;2012-04-11T00:00:00Z;Living room temp Bushwick L train;Brooklyn;Apartment;95;Shared room;11237;1;1;18;45;95
2128778;2012-04-12T00:00:00Z;Bright & Vibrant- The BK experience;Brooklyn;Apartment;95;Private room;11216;1;1;25;50;99
2128778;2012-04-12T00:00:00Z;Relaxing and Roomy in Crown Heights;Brooklyn;Apartment;90;Private room;11216;1;1;23;50;94
2141626;2012-04-15T00:00:00Z;Williamsburg Retreat_NYC;Brooklyn;Apartment;100;Private room;11211;1;1;2;85;100
2144415;2012-04-15T00:00:00Z;Comfy and calm bedroom - Brooklyn;Brooklyn;Apartment;90;Private room;11213;1;1;11;65;92
2148920;2012-04-16T00:00:00Z;Book-filled room in the gritty city;Brooklyn;Apartment;90;Private room;11221;1;1;2;58;90
2148920;2012-04-16T00:00:00Z;Cheery crashpad for one;Brooklyn;Apartment;90;Private room;11221;1;1;15;58;91
2148920;2012-04-16T00:00:00Z;Cozy abode in the gritty city;Brooklyn;Apartment;90;Private room;11221;1;1;15;80;91
2152220;2012-04-16T00:00:00Z;Cozy Room in terrific neighborhood;Brooklyn;Apartment;90;Private room;11238;1;1;16;55;92
2152220;2012-04-16T00:00:00Z;Large and sunny bedroom in Brooklyn;Brooklyn;Apartment;90;Private room;11238;1;1;39;75;90
2164010;2012-04-17T00:00:00Z;Large bright bedroom in heart of WB;Brooklyn;Apartment;100;Private room;11211;1;1;1;100;100
2157562;2012-04-17T00:00:00Z;Fantastic apartment in Wburg/Gpt;Brooklyn;Apartment;95;Private room;11222;1;1;8;79;97
2161832;2012-04-17T00:00:00Z;Cozy Room on Your Own Floor!;Brooklyn;Apartment;100;Private room;11237;1;1;5;95;100
2161832;2012-04-17T00:00:00Z;Quiet & Quaint Room in Bushwick;Brooklyn;Apartment;90;Private room;11237;1;1;12;95;93
2168789;2012-04-18T00:00:00Z;Greenpoint Private Bright Bedroom;Brooklyn;Apartment;90;Private room;11222;1;1;57;96;92
2212783;2012-04-24T00:00:00Z;Cozy Room in BIG Lovely Apartment;Brooklyn;Apartment;100;Private room;11201;1;1;7;80;100
2212215;2012-04-24T00:00:00Z;Beautiful room! Heart of Wburg BK!;Brooklyn;Apartment;90;Private room;11211;1;1;67;90;92
2219695;2012-04-25T00:00:00Z;Cozy room in Greenpoint;Brooklyn;Apartment;90;Private room;11222;1;1;48;75;94
2219695;2012-04-25T00:00:00Z;Private Comfy room in Greenpoint;Brooklyn;Apartment;90;Private room;11222;1;1;15;85;90
2229551;2012-04-26T00:00:00Z;Lovely Home in Bedstuy, Brooklyn;Brooklyn;Apartment;90;Private room;11216;1;1;2;65;90
2233165;2012-04-26T00:00:00Z;Sunny Room, Good Coffee;Brooklyn;Apartment;95;Private room;11218;1;1;28;80;97
2243449;2012-04-28T00:00:00Z;Room in Historic Clinton Hill;Brooklyn;Apartment;90;Private room;11205;1;1;7;65;94
2242841;2012-04-28T00:00:00Z;A room (and bathroom!) of one's own;Brooklyn;Apartment;100;Private room;11222;1;1;2;85;100
2259113;2012-04-30T00:00:00Z;Dope Williamsburg Location;Brooklyn;Apartment;100;Private room;11211;1;1;3;70;100
2268393;2012-05-01T00:00:00Z;Huge Private Room, Williamsburg, NY;Brooklyn;Apartment;90;Private room;11206;1;1;84;59;94
2268393;2012-05-01T00:00:00Z;Private room, williamsburg NYC!!!!!;Brooklyn;Apartment;95;Private room;11206;1;1;34;59;95
2269450;2012-05-01T00:00:00Z;Sunny Apt! A heartbeat to L Train!;Brooklyn;Apartment;90;Private room;11211;1;1;6;90;90
2273553;2012-05-02T00:00:00Z;Private room in big 4bd Bklyn Apt!;Brooklyn;Apartment;90;Private room;11237;1;1;3;90;93
2275818;2012-05-02T00:00:00Z;Private room in Bushwick;Brooklyn;Apartment;100;Private room;11237;1;1;1;54;100
2286885;2012-05-03T00:00:00Z;Small room in a 2-br condo in Bklyn;Brooklyn;Apartment;95;Private room;11218;1;1;18;40;96
